,source_name,location_address,location_city,location_state,location_zip_code,generator_name,reg_no,generator_address,generator_city,generator_state,generator_zip,generator_of_generator,generator_phone,transporter_name,facility_name,state,city,address,zip
0,, 128-20 14th Avenue,,,, Supplies by David Inc.,, 128-20 14th Avenue, College Point, NY,11356, Supplies by David Inc.,," Asbestos Transportation Company, Inc. (ATC)", 110 Sand Clean Fill Disposal Site,,,,
